window_index,window_score,successor_score,successor_median_score,successor_dispersion,local_score,successor_z,local_z,context_distance,context_ratio,context_ood
0,0.66341746,0.5673587,0.4826233,0.39398086,0.64395726,0.66341746,0.0,0.069183595,0.5797949,0.0
1,1.214945,0.6895381,0.7997836,0.34117284,0.6481031,1.214945,0.0,0.10191915,0.85413605,0.0
2,1.5033181,0.7534212,0.846504,0.6644871,0.6314061,1.5033181,0.0,0.09296084,0.7790607,0.0
3,1.2421095,0.69555587,0.50020045,0.71159977,0.6303185,1.2421095,0.0,0.099949695,0.837631,0.0
4,1.4789857,0.74803084,0.8689039,0.5885393,0.61830145,1.4789857,0.0,0.08567115,0.71796924,0.0
5,0.9812911,0.637777,0.5980163,0.5599998,0.5926025,0.9812911,0.0,0.062748194,0.5258628,0.0
6,1.7116529,0.7995734,0.66777784,0.91484296,0.57474375,1.7116529,0.0,0.06345767,0.5318086,0.0
7,0.82775044,0.6037632,0.5538336,0.30583972,0.55209357,0.82775044,0.0,0.07201829,0.6035511,0.0
8,0.8591559,0.61072046,0.5211571,0.36187533,0.52987915,0.8591559,0.0,0.076337315,0.63974684,0.0
9,1.1285175,0.6703919,0.6190077,0.4282329,0.6507518,1.1285175,0.0,0.07966385,0.66762495,0.0
10,1.3674285,0.7233177,0.7261264,0.30919164,0.647333,1.3674285,0.0,0.056866698,0.4765728,0.0
11,1.4754674,0.74725145,0.72735476,0.34221905,0.63144296,1.4754674,0.0,0.048853118,0.4094148,0.0
12,1.4692072,0.7458646,0.7180877,0.34437537,0.6135142,1.4692072,0.0,0.062247433,0.52166617,0.0
13,1.5700097,0.76819533,0.74323314,0.29323354,0.61103886,1.5700097,0.0,0.053333417,0.44696206,0.0
14,1.6002892,0.7749031,0.7447582,0.3284253,0.61495817,1.6002892,0.0,0.059484284,0.49850956,0.0
15,1.6361678,0.7828513,0.7950598,0.2989699,0.5703747,1.6361678,0.0,0.0546383,0.45789766,0.0
16,1.5703896,0.7682795,0.76280206,0.4712017,0.87699383,1.5703896,0.0,0.080122784,0.67147106,0.0
17,1.5465776,0.7630044,0.7788806,0.26427066,0.9524432,1.5465776,0.0,0.05717893,0.4791895,0.0
18,2.1059673,0.8869256,0.8897291,0.28317165,1.0704362,2.1059673,0.0,0.062200136,0.52126986,0.0
19,1.7721968,0.81298566,0.80653864,0.21365744,1.1926023,1.7721968,0.0,0.057060886,0.4782002,0.0
20,2.1692882,0.900953,0.84602803,0.3249297,1.5132595,2.1692882,0.0,0.06854295,0.57442594,0.0
21,2.0547001,0.8755684,0.8686732,0.3443154,1.6930518,2.0547001,0.0,0.06852088,0.574241,0.0
22,2.169599,0.9010219,0.85702,0.33309713,1.9399692,2.169599,0.0,0.072065994,0.6039509,0.0
23,1.9061124,0.8426519,1.3573871,0.8183939,2.0337653,1.9061124,0.0,0.08447063,0.7079083,0.0
24,2.0280352,0.86966133,0.9776829,0.8387612,2.1465504,2.0280352,0.0,0.09208584,0.77172774,0.0
